Sample size	Est rate	Est power	Online rate	Online power
65	0.969687219	0.968267642	0.634080588	0.796047663
66	0.969687219	0.968267642	0.634080588	0.796047663
67	0.969687219	0.968267642	0.634080588	0.796047663
68	0.969687219	0.968267642	0.634080588	0.796047663
69	0.969687219	0.968267642	0.634080588	0.796047663
70	0.969687219	0.968267642	0.634080588	0.796047663
71	0.969687219	0.968267642	0.634080588	0.796047663
72	0.969687219	0.968267642	0.634080588	0.796047663
73	0.969687219	0.968267642	0.634080588	0.796047663
74	0.969687219	0.968267642	0.634080588	0.796047663
75	0.969687219	0.968267642	0.634080588	0.796047663
76	0.969687219	0.968267642	0.634080588	0.796047663
77	0.969687219	0.968267642	0.634080588	0.796047663
78	0.969687219	0.968267642	0.634080588	0.796047663
79	0.969687219	0.968267642	0.634080588	0.796047663
80	0.969687219	0.968267642	0.634080588	0.796047663
81	0.969687219	0.968267642	0.634080588	0.796047663
82	0.969687219	0.968267642	0.634080588	0.796047663
83	0.969687219	0.968267642	0.634080588	0.796047663
84	0.969687219	0.968267642	0.634080588	0.796047663
85	0.969687219	0.968267642	0.634080588	0.796047663
86	0.969687219	0.968267642	0.634080588	0.796047663
87	0.969687219	0.968267642	0.634080588	0.796047663
88	0.969687219	0.968267642	0.634080588	0.796047663
89	0.969687219	0.968267642	0.634080588	0.796047663
90	0.969687219	0.968267642	0.634080588	0.796047663
91	0.969687219	0.968267642	0.634080588	0.796047663
92	0.969687219	0.968267642	0.634080588	0.796047663
93	0.969687219	0.968267642	0.634080588	0.796047663
94	0.969687219	0.968267642	0.634080588	0.796047663
95	0.969687219	0.968267642	0.634080588	0.796047663
96	0.969687219	0.968267642	0.634080588	0.796047663
97	0.969687219	0.968267642	0.634080588	0.796047663
98	0.969687219	0.968267642	0.634080588	0.796047663
99	0.969687219	0.968267642	0.634080588	0.796047663
100	0.969687219	0.968267642	0.634080588	0.796047663
101	0.969687219	0.968267642	0.634080588	0.796047663
102	0.969687219	0.968267642	0.634080588	0.796047663
103	0.969687219	0.968267642	0.634080588	0.796047663
104	0.969687219	0.968267642	0.634080588	0.796047663
105	0.969687219	0.968267642	0.634080588	0.796047663
106	0.969687219	0.968267642	0.634080588	0.796047663
107	0.969687219	0.968267642	0.634080588	0.796047663
108	0.969687219	0.968267642	0.634080588	0.796047663
109	0.969687219	0.968267642	0.634080588	0.796047663
110	0.969687219	0.968267642	0.634080588	0.796047663
111	0.969687219	0.968267642	0.634080588	0.796047663
112	0.969687219	0.968267642	0.634080588	0.796047663
113	0.969687219	0.968267642	0.634080588	0.796047663
114	0.969687219	0.968267642	0.634080588	0.796047663
115	0.969687219	0.968267642	0.634080588	0.796047663
116	0.969687219	0.968267642	0.634080588	0.796047663
117	0.969687219	0.968267642	0.634080588	0.796047663
118	0.969687219	0.968267642	0.634080588	0.796047663
119	0.969687219	0.968267642	0.634080588	0.796047663
120	0.969687219	0.968267642	0.634080588	0.796047663
121	0.969687219	0.968267642	0.634080588	0.796047663
122	0.969687219	0.968267642	0.634080588	0.796047663
123	0.969687219	0.968267642	0.634080588	0.796047663
124	0.969687219	0.968267642	0.634080588	0.796047663
125	0.969687219	0.968267642	0.634080588	0.796047663
126	0.969687219	0.968267642	0.634080588	0.796047663
127	0.969687219	0.968267642	0.634080588	0.796047663
128	0.999878931	0.999871103	0.63466798	0.79742748
